*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,StoreCategory,*Title,Subtitle,Relationship,RelationshipDetails,ScheduleTime,*ConditionID,C:Style,C:Gender,C:Size,C:Material,C:Brand,C:Country/Region of Manufacture,C:MPN,C:Color,C:California Prop 65 Warning,PicURL,GalleryType,VideoID,*Description,*Format,*Duration,*StartPrice,BuyItNowPrice,BestOfferEnabled,BestOfferAutoAcceptPrice,MinimumBestOfferPrice,*Quantity,ImmediatePayRequired,*Location,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-2:Option,ShippingService-2:Cost,*DispatchTimeMax,PromotionalShippingDiscount,ShippingDiscountProfileID,*ReturnsAcceptedOption,ReturnsWithinOption,RefundOption,ShippingCostPaidByOption,AdditionalDetails,ShippingProfileName,ReturnProfileName,PaymentProfileName,ProductCompliancePolicyID,Regional ProductCompliancePolicies,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,40.17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Eid Festival Lehenga Choli Dupatta Set – Wedding Salwar Kameez,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Georgette,Handmade,India,,Multi-Color,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/7.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/8.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/49/cleanimg/9.webp,,,"Description:
Experience elegance and comfort with Eid Festival Lehenga Choli Dupatta Set – Wedding Salwar Kameez, thoughtfully crafted for Wedding , Festival , Partywear , Travel. Designed in Georgette, this fully yes fully stitched outfit features a stunning flared lehenga with blouse & dupatta enhanced with no. The eye-catching multi-color tones add a stylish flair, while the half sleeve and v neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Eid Festival Lehenga Choli Dupatta Set – Wedding Salwar Kameez
- Price: US $57.39
- Occasion: Wedding , Festival , Partywear , Travel
- Material: Georgette
- Brand: Handmade
- Style: Lengha
- Season: Winter , Summer And Spring
- Pattern: Flared Lehenga With Blouse & Dupatta
- Sleeves: Half Sleeve
- Color: Multi-Color
- Gender: Women
- Length: Full (Lehenga)
- Work: No
- Neck: V Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,57.39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Maroon Anarkali Kurta Pant Dupatta Set – Designer Kurti Top,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Cotton,Handmade,India,,Multi-Color,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/50/cleanimg/7.webp,,,"Description:
Experience elegance and comfort with Maroon Anarkali Kurta Pant Dupatta Set – Designer Kurti Top, thoughtfully crafted for Wedding , Festival , Partywear , Travel , Puja. Designed in Cotton, this fully yes fully stitched outfit features a stunning anarkali kurta with pant & dupatta enhanced with embroidery work and printed. The eye-catching multi-color tones add a stylish flair, while the 3/4 sleeve and round neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Maroon Anarkali Kurta Pant Dupatta Set – Designer Kurti Top
- Price: US $36.89
- Occasion: Wedding , Festival , Partywear , Travel , Puja
- Material: Cotton
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Anarkali Kurta With Pant & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Multi-Color
- Gender: Women
- Length: Below The Knee
- Work: Embroidery Work And Printed
- Neck: Round Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Cotton Printed Kurta Palazzo Dupatta Set – Straight Kurti Pant,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Cotton,Handmade,India,,Multi-Color,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/51/cleanimg/7.webp,,,"Description:
Experience elegance and comfort with Cotton Printed Kurta Palazzo Dupatta Set – Straight Kurti Pant, thoughtfully crafted for Wedding , Festival , Partywear , Travel , Puja. Designed in Cotton, this fully yes fully stitched outfit features a stunning straight kurta with pant & dupatta enhanced with printed. The eye-catching multi-color tones add a stylish flair, while the 3/4 sleeve and v neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Cotton Printed Kurta Palazzo Dupatta Set – Straight Kurti Pant
- Price: US $37.71
- Occasion: Wedding , Festival , Partywear , Travel , Puja
- Material: Cotton
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Straight Kurta With Pant & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Multi-Color
- Gender: Women
- Length: Knee
- Work: Printed
- Neck: V Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,37.71,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Red Palazzo Kurta Dupatta Set – Heavy Work Readymade Salwar,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,"Rayon, Chanderi Dupatta",Handmade,India,,Red,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/7.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/52/cleanimg/8.webp,,,"Description:
Experience elegance and comfort with Red Palazzo Kurta Dupatta Set – Heavy Work Readymade Salwar, thoughtfully crafted for Wedding , Festival , Partywear , Travel. Designed in Rayon, Chanderi Dupatta, this fully yes fully stitched outfit features a stunning straight kurta with pant & dupatta enhanced with no. The eye-catching red tones add a stylish flair, while the 3/4 sleeve and round neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Red Palazzo Kurta Dupatta Set – Heavy Work Readymade Salwar
- Price: US $38.53
- Occasion: Wedding , Festival , Partywear , Travel
- Material: Rayon, Chanderi Dupatta
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Straight Kurta With Pant & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Red
- Gender: Women
- Length: Knee (46 inch)
- Work: No
- Neck: Round Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,38.53,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Valentine's Day Gift – Red Kurta Palazzo Bollywood Party Suit,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Delta Fabric,Handmade,India,,Red,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/53/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/53/cleanimg/2.webp,,,"Description:
Experience elegance and comfort with Valentine's Day Gift – Red Kurta Palazzo Bollywood Party Suit, thoughtfully crafted for Wedding , Festival , Partywear , Travel. Designed in Delta Fabric, this fully yes fully stitched outfit features a stunning straight kurta with palazzo & dupatta enhanced with no. The eye-catching red tones add a stylish flair, while the 3/4 sleeve and v neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Valentine's Day Gift – Red Kurta Palazzo Bollywood Party Suit
- Price: US $45.09
- Occasion: Wedding , Festival , Partywear , Travel
- Material: Delta Fabric
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Straight Kurta With Palazzo & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Red
- Gender: Women
- Length: Knee (48 inch)
- Work: No
- Neck: V Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,45.09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Readymade Kurta Palazzo Dupatta Set – Wedding Festival Combo,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Cotton,Handmade,India,,Multi-Color,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/7.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/8.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/54/cleanimg/9.webp,,,"Description:
Experience elegance and comfort with Readymade Kurta Palazzo Dupatta Set – Wedding Festival Combo, thoughtfully crafted for Wedding , Festival , Partywear , Travel. Designed in Cotton, this fully yes fully stitched outfit features a stunning flared kurta with pant & dupatta enhanced with adda work and printed dupatta. The eye-catching multi-color tones add a stylish flair, while the 3/4 sleeve and winter , summer and spring design offer a perfect blend of tradition and modern aesthetics. Ideal for india, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Readymade Kurta Palazzo Dupatta Set – Wedding Festival Combo
- Price: US $36.89
- Occasion: Wedding , Festival , Partywear , Travel
- Material: Cotton
- Brand: Handmade
- Style: V Neck
- Season: India
- Pattern: Flared Kurta With Pant & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Multi-Color
- Gender: Women
- Length: Below The Knee (49inch)
- Work: Adda Work And Printed Dupatta
- Neck: Winter , Summer And Spring",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,36.89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Plus Size Kurta Dupatta Set – Upto 7XL Kurtis & Kurta Suit,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Georgette,Handmade,India,,Multi-Color,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/55/cleanimg/1.webp,,,"Description:
Experience elegance and comfort with Plus Size Kurta Dupatta Set – Upto 7XL Kurtis & Kurta Suit, thoughtfully crafted for Wedding , Festival , Partywear , Travel. Designed in Georgette, this fully yes fully stitched outfit features a stunning anarkali kurta with dupatta enhanced with no. The eye-catching multi-color tones add a stylish flair, while the full sleeve and v neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Plus Size Kurta Dupatta Set – Upto 7XL Kurtis & Kurta Suit
- Price: US $62.99
- Occasion: Wedding , Festival , Partywear , Travel
- Material: Georgette
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Anarkali Kurta With Dupatta
- Sleeves: Full Sleeve
- Color: Multi-Color
- Gender: Women
- Length: Full (55-56inch)
- Work: No
- Neck: V Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,62.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,,155249,,Muslin Silk Kurta Palazzo Dupatta Set – Festival Kurti Pant,,,Size=XS;S;M;L;XL;XXL,,1500,Salwar Kameez,Women,,Silk,Handmade,India,,Purple With White,,https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/1.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/2.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/3.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/4.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/5.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/6.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/7.webp|https://raw.githubusercontent.com/Test197-root/Ebaydata/refs/heads/main/56/cleanimg/8.webp,,,"Description:
Experience elegance and comfort with Muslin Silk Kurta Palazzo Dupatta Set – Festival Kurti Pant, thoughtfully crafted for Wedding , Festival , Partywear , Travel , Puja. Designed in Silk, this fully yes fully stitched outfit features a stunning straight kurta with pant & dupatta enhanced with yes. The eye-catching purple with white tones add a stylish flair, while the 3/4 sleeve and v neck design offer a perfect blend of tradition and modern aesthetics. Ideal for winter , summer and spring, this outfit is a must-have in every wardrobe. Proudly handmade in India, it reflects timeless craftsmanship and grace.

Details:
- Title: Muslin Silk Kurta Palazzo Dupatta Set – Festival Kurti Pant
- Price: US $40.99
- Occasion: Wedding , Festival , Partywear , Travel , Puja
- Material: Silk
- Brand: Handmade
- Style: Salwar Kameez
- Season: Winter , Summer And Spring
- Pattern: Straight Kurta With Pant & Dupatta
- Sleeves: 3/4 Sleeve
- Color: Purple With White
- Gender: Women
- Length: Knee
- Work: Yes
- Neck: V Neck
- Country of Origin: India",FixedPrice,10,,,,,,,,India,,USPSStandardPost,0.00,,,7,,,ReturnsAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XS,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=S,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=M,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=L,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XL,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Variation,Size=XXL,,,,,,,,,,,,,,,,,,40.99,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
